Temperature,Humidity,Wind Speed,General Diffuse Flows,Diffuse Flows,Power Consumption
13.48,63.24,4.916,4.279,4.459,High
14.69,73.2,0.076,4.337,4.476,High
16.95,67.78,0.084,4.266,4.479,High
17.28,80.7,0.083,5.097,4.494,High
17.83,51.48,0.088,4.832,4.497,High
19.25,62.54,0.078,4.589,4.51,High
26.83,54.1,4.905,5.411,4.513,High
17.15,81,0.077,5.068,4.542,High
21.35,76.6,4.924,5.155,4.542,High
26.97,66.8,4.91,5.411,4.554,High
13.43,52.01,4.917,4.447,4.558,High
18.93,58.99,0.086,5.151,4.582,High
18.43,56.54,0.074,4.859,4.586,High
19.59,82.9,0.069,5.399,4.611,High
22.21,42.12,4.918,5.276,4.62,High
22.23,75.1,4.917,5.269,4.628,High
14.28,46.6,0.084,4.779,4.654,High
20.83,74.9,4.923,5.32,4.668,High
25.56,57.28,0.071,5.475,4.674,High
15.83,55.34,0.081,4.751,4.71,High
12.35,48.08,0.078,4.564,4.721,High
15.63,58.81,4.92,4.736,4.729,High
21.67,56.85,0.082,5.472,4.733,High
13.46,63.89,0.074,4.677,4.747,High
19.27,56.4,4.916,4.892,4.753,High
23.33,46.27,0.072,5.607,4.762,High
20.01,65.09,4.923,5.344,4.763,High
22.52,80.4,0.087,5.854,4.772,High
10.92,82.3,0.075,4.78,4.777,High
18.45,67.47,0.074,5.32,4.797,High
25.1,85.3,4.922,6.261,4.8,High
13.54,75.1,0.07,4.754,4.821,High
15.52,72.7,0.068,5.24,4.842,High
25.75,75.9,4.905,5.927,4.846,High
15.42,72.1,0.073,4.604,4.851,High
29.32,31.61,4.925,5.615,4.871,High
20.86,78.3,4.921,5.547,4.872,High
25.08,61.35,4.923,5.926,4.879,High
20.59,53.08,0.08,5.762,4.882,High
16.01,87,0.065,5.88,4.883,High
21.05,78.1,4.92,5.627,4.887,High
27.4,70.4,4.926,5.792,4.902,High
17.9,74.9,0.072,5.345,4.909,High
9.79,85.6,4.919,4.855,4.927,High
25.01,49.65,0.337,5.655,4.93,High
14.89,62.43,0.081,4.981,4.947,High
27.1,59.06,4.91,5.89,4.95,High
26.29,77.9,4.906,6.278,4.983,High
25.09,40.9,0.083,5.779,4.985,High
27.62,80.2,4.903,6.89,4.989,High
16.69,78,4.912,5.002,5.006,High
19.93,82.9,4.918,5.996,5.034,High
24.64,57.68,4.904,6.042,5.034,High
20.46,72.2,4.92,6.089,5.058,High
15.52,76.3,0.067,4.882,5.059,High
11.88,72.3,0.081,4.934,5.085,High
30.53,29.85,4.917,5.949,5.091,High
13.8,70.4,0.075,5.259,5.096,High
25.14,50.98,4.905,6.161,5.098,High
23.04,63.55,4.917,5.806,5.102,High
21.41,81.4,0.071,6.078,5.103,High
15.09,61.05,4.916,5.036,5.122,High
23.69,54.98,4.919,6.236,5.137,High
25.18,60.52,4.908,6.172,5.165,High
22.94,74.9,4.924,5.852,5.186,High
25.55,37.68,4.93,5.972,5.208,High
20.33,76.6,0.067,6.318,5.228,High
23.84,54.65,0.084,6.091,5.257,High
16.33,65.55,0.075,5.734,5.269,High
15.84,72.3,0.069,5.749,5.292,High
24.08,74.9,0.259,6.375,5.293,High
15.82,79.9,0.073,5.182,5.296,High
22.15,69.2,0.071,6.179,5.302,High
21.1,67.47,4.92,6.154,5.309,High
24.95,54.77,4.917,6.216,5.343,High
24.08,55.24,0.078,6.203,5.366,High
12.03,55.43,0.081,5.15,5.367,High
17.37,80.7,0.084,6.151,5.373,High
25.02,79.2,4.923,6.411,5.378,High
19.95,71.5,0.081,6.231,5.398,High
27.76,48.28,4.906,6.34,5.413,High
20.83,76.3,0.066,5.985,5.424,High
23.31,72.2,0.066,6.381,5.436,High
24.05,80.4,0.325,6.784,5.441,High
23.43,65.09,0.328,6.836,5.442,High
14.91,63.64,0.081,5.933,5.444,High
18.1,65.95,0.085,5.514,5.472,High
31.92,24.91,4.914,6.45,5.484,High
14.12,64.55,0.083,5.852,5.496,High
17.51,70.3,0.072,5.625,5.511,High
22.12,66.85,0.071,6.43,5.522,High
20.65,87.7,0.074,6.523,5.539,High
13.37,66.58,0.084,5.845,5.548,High
20.87,71.6,0.072,6.618,5.58,High
14.42,89.9,0.069,6.174,5.589,High
20.65,59.21,0.084,6.4,5.603,High
16.2,59.95,0.08,5.389,5.606,High
16.85,67.99,0.082,6.023,5.607,High
24.51,51.99,4.923,6.607,5.621,High
14.27,64.12,0.087,5.603,5.634,High
21.73,81,0.07,6.795,5.644,High
19.65,73.8,4.926,6.703,5.655,High
26.33,64.76,4.905,6.578,5.658,High
24.17,41.89,4.919,6.817,5.67,High
24.96,81.1,4.919,6.786,5.695,High
25.34,40.66,4.919,6.758,5.699,High
19.83,28.94,0.085,5.683,5.755,High
28.87,26.05,0.079,6.286,5.755,High
12.93,47.46,0.084,5.544,5.759,High
25.53,53.65,4.905,6.791,5.763,High
22.2,79.9,4.923,6.963,5.781,High
25.39,54.52,4.925,7.02,5.782,High
22.74,42.46,4.916,6.451,5.785,High
14.33,55.64,0.082,5.739,5.789,High
24.91,51.48,4.926,6.771,5.831,High
17.02,78,0.069,6.312,5.84,High
15.29,77,0.075,6.002,5.841,High
9.68,75,0.073,5.913,5.847,High
22.38,56.06,0.084,6.121,5.858,High
19.81,65.88,0.074,5.95,5.859,High
19.39,69.78,0.073,5.928,5.866,High
25.71,83.5,4.925,7.2,5.879,High
11.19,56.71,0.076,5.819,5.915,High
24.68,58.49,4.903,6.963,5.915,High
24.9,79.4,4.923,7.43,5.924,High
11.05,80.6,0.071,5.966,5.93,High
16.6,57.14,0.085,5.995,5.93,High
16.86,54.29,4.921,6.094,5.935,High
30.59,40.81,0.069,7.04,5.936,High
16.45,52.87,0.077,6.448,5.974,High
15.14,83.4,0.077,6.543,5.989,High
13.53,50.27,0.076,5.935,5.996,High
24.29,45.3,4.915,6.992,6.014,High
15.04,66.59,0.089,5.94,6.015,High
14.68,68.93,0.081,6.272,6.022,High
18.66,66.73,0.086,7.17,6.024,High
23.28,45.15,4.932,7.14,6.03,High
14.58,72.9,4.918,6.064,6.041,High
21.53,81.3,0.067,7.34,6.066,High
29.54,41.61,4.907,7.14,6.076,High
15.71,83.5,0.07,6.452,6.082,High
13.68,69.14,0.117,5.929,6.086,High
14.33,49.41,0.098,5.977,6.097,High
27.73,46.68,4.908,7.16,6.099,High
12.86,73.9,4.916,6.138,6.105,High
24.15,44.29,4.906,7.2,6.106,High
13.69,64.8,0.087,6.065,6.108,High
24.46,52.65,0.083,7.22,6.165,High
21.14,83.6,0.11,7.16,6.169,High
26.49,84,4.905,7.73,6.176,High
18.66,90,0.096,7.1,6.18,High
13.06,80.3,0.084,6.595,6.186,High
14.46,63.55,0.086,6.145,6.19,High
15.38,83.7,0.069,6.773,6.207,High
15.16,82.4,0.072,6.559,6.223,High
17.4,71.8,4.923,6.376,6.235,High
26.98,84.2,4.906,7.46,6.256,High
15.01,62.38,0.08,6.327,6.274,High
18.25,64.83,0.084,7.32,6.28,High
24.78,55.37,4.922,7.24,6.281,High
13.02,65.88,0.083,6.123,6.297,High
19.94,43.1,0.085,7.42,6.326,High
25.17,78.6,4.93,7.65,6.326,High
16.11,86.9,0.068,7.68,6.34,High
23.83,80.2,0.257,7.22,6.341,High
15.44,59.96,0.083,6.339,6.342,High
12.18,53.72,0.086,6.2,6.361,High
26.2,59.15,4.924,7.54,6.397,High
21.32,77.7,4.055,7.58,6.433,High
24.04,58.32,0.27,7.33,6.435,High
18.19,69,4.92,8.05,6.443,High
26.98,57.99,4.909,7.51,6.451,High
11.78,54.95,4.917,6.313,6.464,High
24.81,56.95,4.924,7.73,6.465,High
19.77,77.3,0.073,6.483,6.488,High
19.19,69.68,0.082,7.71,6.5,High
11.78,78.5,0.083,7.02,6.512,High
15.3,55.11,0.085,6.207,6.523,High
14.38,64.55,0.077,6.504,6.524,High
16.46,71.3,4.918,6.524,6.571,High
20.56,69.08,0.07,7.74,6.58,High
20.94,46.65,4.919,7.09,6.587,High
15.55,59.98,0.082,6.722,6.593,High
21.73,60.81,0.075,7.75,6.604,High
19.95,82.7,0.071,8.16,6.608,High
19.37,80.8,4.928,7.31,6.612,High
25.99,75.7,4.911,7.92,6.688,High
21.03,62.69,0.07,7.17,6.735,High
28.84,32.78,4.91,7.81,6.736,High
21.74,73.9,0.084,7.6,6.74,High
19.74,67.88,0.074,6.842,6.763,High
13.44,74.7,0.076,6.833,6.794,High
23.31,82.6,4.924,7.87,6.807,High
24.4,41.83,4.92,8.05,6.852,High
21.02,79.3,0.071,8.19,6.875,High
12.76,85.3,0.068,6.643,6.88,High
14.14,70.9,0.076,6.804,6.887,High
14.13,58.56,4.922,6.892,6.888,High
22.23,70.9,0.073,8.11,6.93,High
18.63,72.3,0.072,7.36,6.937,High
16.06,87,0.066,8.18,6.97,High
17.31,85,0.085,8.3,6.97,High
24.49,53.05,4.925,8.28,6.994,High
14.29,63.94,0.078,6.994,7.02,High
18.4,53.58,4.925,7.03,7.02,High
18.6,62.74,0.086,7.54,7.04,High
14.42,89.9,0.069,7.56,7.04,High
14.57,72.3,0.079,7.03,7.05,High
10.88,83.3,0.073,7.06,7.07,High
14.67,72.5,0.072,7.14,7.07,High
15.46,72.5,0.069,6.705,7.08,High
19.23,52.71,2.461,7.14,7.08,High
14.38,54.61,0.081,7.31,7.09,High
19.26,62.27,0.079,7.45,7.09,High
14.23,66.39,0.078,6.949,7.12,High
16.33,86.7,0.075,8.02,7.13,High
23.78,30.2,4.917,7.81,7.14,High
33.58,29.78,4.907,8.3,7.15,High
19.04,69.89,0.08,7.27,7.16,High
13.03,82.6,0.076,7.1,7.17,High
20.1,64.8,0.073,7.81,7.18,High
14.07,80.2,0.074,7.07,7.19,High
13.51,86,0.07,7.96,7.21,High
23.95,74.3,4.922,8.45,7.22,High
21,81.8,0.068,8.46,7.25,High
22.45,67.09,4.926,8.39,7.26,High
18.31,79.8,0.068,9.26,7.26,High
16.12,39.67,0.089,7.01,7.27,High
15.92,82.2,0.069,7.99,7.27,High
13.52,57.93,0.086,6.976,7.28,High
13.32,66.04,0.084,7.67,7.29,High
25.53,70.6,4.925,8.23,7.31,High
21.06,84.9,0.072,8.94,7.33,High
15.33,82.4,0.072,7.53,7.36,High
26.43,77.8,4.913,8.78,7.36,High
26.85,80.8,4.907,8.79,7.36,High
22.56,78.7,4.92,8.79,7.37,High
20.57,47.15,0.082,8.86,7.37,High
18.99,71.8,4.922,8.99,7.39,High
26.4,82.8,4.916,9.17,7.39,High
14.31,74.7,0.085,7.34,7.43,High
14.06,45.37,0.084,7.56,7.43,High
13.59,86,0.071,8.05,7.43,High
20.84,74.3,4.918,8.44,7.44,High
14.7,57.24,0.088,7.36,7.45,High
13.56,60.06,4.92,7.52,7.45,High
15.95,72.8,0.073,7.33,7.47,High
20.09,70.5,0.076,8.54,7.47,High
12.33,55.17,0.082,7.21,7.48,High
21.41,58.92,0.08,8.48,7.48,High
23.21,77.2,0.319,9.05,7.51,High
13.68,69.01,0.074,7.57,7.53,High
21.11,80.1,0.065,8.71,7.53,High
18.18,80.6,0.069,8.22,7.55,High
20.56,56.27,4.92,8.74,7.55,High
20.38,61.8,4.921,7.96,7.57,High
10.48,53.71,0.083,7.4,7.6,High
29.39,48.08,4.903,8.88,7.61,High
25.38,62.67,4.917,8.83,7.63,High
23.03,49.22,4.902,8.84,7.66,High
21.34,79.2,0.07,8.99,7.66,High
19.79,47.68,0.08,8.41,7.68,High
16.1,86.6,0.075,9.08,7.68,High
13.49,76.3,0.072,7.57,7.7,High
19.25,42.34,0.084,8.55,7.71,High
12.99,83.5,0.072,7.78,7.77,High
27.47,28.48,4.903,10,7.77,High
28.66,38.42,4.916,8.85,7.82,High
22.97,52.65,0.273,9.52,7.83,High
14.06,84.5,0.067,8.69,7.84,High
24.17,54.92,4.924,9.25,7.85,High
22.92,83.1,4.917,9.01,7.87,High
20.95,66.44,4.918,9.31,7.87,High
15.97,72.1,0.072,8.55,7.9,High
23.46,46.13,0.07,9.03,7.91,High
25.36,85.7,4.918,9.69,7.92,High
12.46,71.6,0.087,7.68,7.95,High
17.18,66.84,0.085,7.69,7.97,High
15.01,65.44,0.083,7.82,7.99,High
24.02,79.4,0.258,10.15,8.02,High
21.13,80.6,0.073,9.57,8.03,High
9.46,52.82,0.088,8.14,8.04,High
21.12,49.27,0.082,9.52,8.05,High
10.8,46.51,0.084,8.05,8.08,High
33.03,32.05,4.922,9.32,8.09,High
22.18,58.05,0.205,9.9,8.1,High
15.66,76.1,0.075,7.99,8.11,High
14.35,55.46,0.084,7.94,8.21,High
25.74,77.1,4.925,10.18,8.22,High
32.07,16.91,4.904,10.3,8.22,High
22.08,45.25,4.923,10.84,8.22,High
14.24,53.5,4.924,8.56,8.31,High
15.53,72.4,0.069,7.92,8.32,High
23.05,60.29,0.088,9.51,8.33,High
15.6,59.71,4.916,8.28,8.34,High
31.98,27.44,4.906,10.88,8.35,High
19.28,73.2,0.069,9.9,8.37,High
14.88,72.7,0.077,8.24,8.4,High
19.16,63.83,0.073,9.83,8.42,High
27.93,43.76,4.918,9.65,8.44,High
20,82.5,0.067,10.5,8.45,High
13.15,55.61,0.081,8.51,8.46,High
16.43,73,0.077,8.14,8.47,High
23.94,54.58,0.087,11.25,8.5,High
14.06,70.9,0.073,8.43,8.52,High
20.8,51.62,0.079,9.77,8.53,High
11.79,62.4,0.086,8.1,8.54,High
29,49.62,4.909,10.06,8.55,High
21.83,73.6,4.921,10.35,8.56,High
13.29,66.28,0.085,9.09,8.57,High
13.18,42.77,0.081,8.17,8.6,High
14.47,62.46,0.09,8.26,8.61,High
26.23,77.7,4.913,10.23,8.61,High
16.57,57.38,0.085,8.96,8.65,High
21.03,84.6,0.071,10.9,8.69,High
13.48,62.77,4.919,8.56,8.71,High
22.93,43.01,4.92,12.56,8.73,High
21.48,57.84,0.08,9.82,8.76,High
22.43,51.31,0.08,9.58,8.77,High
29.58,31.21,4.925,10.09,8.82,High
24.67,43.96,4.917,10.26,8.85,High
13.03,80.5,0.085,9.48,8.87,High
15.03,73.9,0.075,8.89,8.89,High
16.91,63.65,0.083,8.69,8.9,High
13.2,81.9,0.074,8.79,8.91,High
21.55,79.9,0.068,10.39,8.92,High
15.93,64.52,0.088,8.76,8.94,High
19.61,69.61,0.073,9.02,8.95,High
17.49,64.63,0.081,11.03,8.96,High
14.04,64.59,0.075,9.14,8.98,High
14.61,54.39,0.082,8.85,8.99,High
22.04,74.4,4.917,10.27,9,High
25.42,62.05,0.265,10.7,9.01,High
25.04,85.7,4.919,11.71,9.02,High
16.58,57.18,0.082,9.29,9.03,High
22.25,65.15,0.07,10.29,9.05,High
22.43,71.7,0.069,10.84,9.05,High
27.38,77.4,4.902,11.08,9.05,High
25.14,87.9,4.916,11.92,9.06,High
16.95,57.68,0.083,8.99,9.11,High
14.29,74.2,0.082,9.01,9.12,High
21.77,74.9,0.081,10.03,9.12,High
25.83,39.26,4.917,10.57,9.12,High
27.74,61.55,4.907,11.01,9.14,High
15.49,62.36,0.08,9.15,9.15,High
19.13,82,0.069,10.04,9.16,High
20.42,75.3,0.071,16.83,9.16,High
17.28,72.5,0.071,9.11,9.18,High
14.18,63.08,0.082,8.99,9.32,High
13.52,51.81,4.915,9.09,9.33,High
25.29,59.12,4.907,11.27,9.36,High
22.64,75,4.923,10.78,9.38,High
14.89,62.43,0.083,9.29,9.39,High
18.51,77.5,0.074,9.54,9.39,High
22.2,68.46,0.065,11.12,9.39,High
14.17,62.92,0.079,9.23,9.41,High
31.5,34.38,4.925,11.06,9.41,High
13.82,68.51,0.085,9.28,9.42,High
27.73,79.6,4.901,12.4,9.42,High
14.29,51.11,0.092,9.35,9.51,High
27.11,83.7,4.903,11.26,9.51,High
21.63,73.9,0.09,11.37,9.51,High
14.48,55.44,0.083,9.4,9.52,High
26.13,61.65,0.065,11.35,9.54,High
18.36,79.9,0.068,11.39,9.54,High
20.42,75.8,0.067,9.57,9.57,High
25.4,38.86,0.081,10.92,9.57,High
25.98,35.98,4.921,10.87,9.58,High
21.83,52.65,4.921,10.28,9.59,High
34.17,21.67,4.91,11.14,9.6,High
18.95,69.38,0.074,9.5,9.61,High
31.27,51.32,4.908,11.25,9.67,High
16.86,54.62,4.921,9.89,9.68,High
19.95,82.1,0.067,11.44,9.7,High
21.58,54.65,4.927,11.82,9.71,High
13.07,67.86,0.084,9.64,9.72,High
19.83,74.1,0.072,9.78,9.72,High
16.38,57.41,0.083,10.37,9.75,High
24.01,54.38,0.086,12.08,9.77,High
21.33,55.87,0.084,9.85,9.8,High
17.62,54.94,0.087,9.47,9.82,High
24.96,67.31,4.921,11.22,9.83,High
16.13,86.5,0.074,12.02,9.84,High
24.84,49.29,4.93,17.1,9.86,High
24.92,56.02,4.923,11.58,9.87,High
20.11,82.5,4.92,12.05,9.88,High
21.93,78.7,0.102,15.13,9.88,High
22.31,79.6,4.919,11.93,9.92,High
26.35,77.8,4.901,12.34,9.95,High
28.33,70.1,4.908,11.68,9.96,High
15.99,79.1,0.075,10.38,9.97,High
18.72,57.28,0.072,10.59,10.01,High
26.1,75.3,4.912,12.1,10.07,High
14.55,59.99,0.08,9.76,10.08,High
20.6,71.5,4.918,13.74,10.08,High
14.27,78.2,0.07,10.47,10.09,High
23.57,64.25,0.316,12.54,10.09,High
27.04,66.23,4.909,11.78,10.1,High
11.66,55.54,0.077,9.95,10.12,High
19.92,74.9,4.92,12.17,10.13,High
14.85,62.55,0.081,10.01,10.18,High
22.36,74.7,4.918,12.22,10.2,High
27.63,68.77,4.923,11.87,10.22,High
13.15,64.47,0.085,9.89,10.24,High
15.26,82.8,0.076,11.33,10.27,High
20.93,77.5,4.924,11.79,10.27,High
14.71,56.79,4.916,10.36,10.29,High
14.36,74.2,0.074,10.74,10.32,High
21.29,76.2,4.922,11.65,10.32,High
11.21,63.53,0.087,11.04,10.33,High
30.93,29.14,4.916,12.06,10.33,High
17.94,74.7,0.072,11.1,10.35,High
27.05,52.33,4.903,12.25,10.35,High
17.12,67.71,4.924,11.39,10.36,High
15.89,71.6,0.083,10.65,10.38,High
11.81,77.2,0.082,11.7,10.42,High
17.13,77.2,0.073,11.73,10.43,High
19.67,82.3,0.069,12.21,10.46,High
13.7,70.9,0.074,10.36,10.47,High
26.07,73.5,4.905,12.53,10.53,High
24.9,79.3,4.92,13.04,10.53,High
20.1,65.52,4.928,11.74,10.54,High
21.99,58.91,0.072,25.8,10.54,High
15.27,66.39,0.088,10.5,10.56,High
9.66,74.5,0.07,10.61,10.57,High
14.13,68.39,0.076,11.63,10.6,High
24.91,80.5,4.92,13.12,10.62,High
12.18,53.59,0.083,10.26,10.64,High
15.66,58.01,0.083,10.9,10.64,High
14.38,47.06,0.088,10.49,10.65,High
12.05,72.2,0.082,10.38,10.66,High
14.21,78,0.08,10.72,10.68,High
21.13,68.51,0.07,12.76,10.7,High
25.18,44.28,0.272,12.89,10.7,High
23.92,57.91,0.082,13,10.7,High
22.4,67.26,4.92,11.59,10.72,High
15.59,71.9,0.074,10.41,10.73,High
25.55,80.5,4.919,13.23,10.73,High
15.99,79.2,0.076,10.65,10.77,High
19.64,81.2,4.92,11.92,10.77,High
23.07,50.42,0.288,12.2,10.77,High
19.78,73.3,4.925,17.62,10.79,High
15.63,75.8,0.073,10.55,10.84,High
24.11,43.54,0.072,11.91,10.85,High
20.97,70.9,1.225,13.84,10.87,High
14.68,72.3,4.916,10.76,10.88,High
17.65,71.3,4.922,10.96,10.88,High
22.1,79.3,4.921,13.3,10.88,High
24.27,54.67,0.078,12.68,10.92,High
27.25,58.49,4.911,12.76,10.92,High
15.67,64.15,0.082,11.03,10.94,High
15.58,72.1,0.071,11.64,10.94,High
19,89.4,0.105,12.2,10.94,High
20.71,45.58,0.084,13.17,10.95,High
25.2,60.12,4.925,13.15,10.96,High
24.53,81.3,4.921,12.9,11,High
28.11,46.75,4.907,13.03,11,High
11.26,77.9,0.082,11.06,11.01,High
18.17,73,0.079,11.67,11.06,High
13.56,85.9,0.071,12.16,11.06,High
24.04,80.2,0.327,14.34,11.06,High
18.51,79.9,0.068,12.72,11.08,High
13.55,50.3,0.076,10.92,11.18,High
14.54,64.02,0.074,11.04,11.2,High
12.23,52.49,0.086,10.83,11.21,High
16.77,69.46,4.918,11.04,11.22,High
21.83,80.4,0.066,13.23,11.22,High
14.04,63.13,0.092,11.03,11.24,High
14.3,66.39,0.075,12.56,11.26,High
13.32,66.28,0.085,12.29,11.27,High
14.66,65.92,0.075,11.2,11.29,High
16.22,60.44,0.082,11.26,11.29,High
18.3,65.39,0.082,10.91,11.3,High
15.91,55.11,0.083,11.08,11.33,High
24.05,53.75,4.919,13.66,11.35,High
17.69,69.25,0.071,11.59,11.36,High
15.71,58.79,0.083,11.18,11.37,High
18.79,65.97,0.084,13.43,11.37,High
17.81,50.22,0.089,12.06,11.43,High
25.77,83.3,4.92,13.52,11.44,High
23.02,41.59,4.918,12.91,11.47,High
17.18,69.76,4.915,11.38,11.5,High
12.33,71.6,0.086,11.28,11.52,High
20.89,73.9,4.919,13.25,11.52,High
18.14,52.75,0.086,12.56,11.54,High
14.98,71.1,0.077,11.43,11.56,High
20.91,57.54,0.083,13.66,11.56,High
26.43,64.06,4.905,13.3,11.57,High
23.16,72.3,4.927,13.53,11.57,High
20.62,69.41,0.072,19.66,11.57,High
23.47,71.8,0.071,13.59,11.58,High
16.48,51.03,0.075,12.72,11.6,High
15.32,71.5,0.07,11.23,11.62,High
25.69,56.68,0.072,13.24,11.66,High
13.93,58.46,4.922,11.75,11.67,High
24.58,52.25,0.084,13.82,11.69,High
24.2,74,0.26,13.97,11.7,High
14.94,64.15,0.08,11.83,11.77,High
18.51,53.41,1.535,11.76,11.84,High
18.61,66.97,0.073,13.41,11.86,High
21.16,84.4,0.072,15.33,11.86,High
25.09,80.5,4.922,14.31,11.87,High
18.01,62.36,0.083,13.52,11.88,High
14.32,69.56,0.075,11.76,11.93,High
20.13,69.21,0.076,15.22,11.94,High
13.9,68.28,0.084,11.87,11.95,High
15.96,74,0.079,12.25,11.95,High
32.21,27.81,4.905,15.29,11.97,High
14.26,45.17,0.085,12.12,12,High
14.44,89.9,0.071,13.19,12.08,High
14.67,67.18,0.081,13.25,12.11,High
23.27,63.49,4.927,13.42,12.15,High
19.34,58.02,0.082,12.68,12.16,High
29.92,40.95,4.91,14.44,12.2,High
19.73,81.4,4.92,13.28,12.22,High
12.97,81.2,0.085,13.12,12.23,High
16.02,71.3,0.074,13.45,12.25,High
32.22,24.68,4.916,14.12,12.25,High
15.68,58.41,4.919,11.88,12.29,High
21.17,66.51,4.92,15.05,12.31,High
15.14,60.68,4.919,11.91,12.34,High
21.59,62.3,0.098,14.5,12.38,High
12.02,55.46,0.084,11.89,12.46,High
17,63.02,0.076,12.18,12.52,High
21.45,51.62,0.067,13.07,12.53,High
25.89,82.5,4.921,15.65,12.56,High
15.74,79.4,0.078,12.32,12.59,High
12.82,84.4,0.077,12.39,12.59,High
25.83,82.9,4.926,15.8,12.59,High
16.13,72.2,0.071,12.63,12.67,High
19.54,77.9,4.919,14.76,12.72,High
13.59,85.8,0.07,13.94,12.77,High
13.36,76.8,0.071,12.6,12.85,High
12.32,71.6,0.086,12.08,12.87,High
17.08,79.1,0.07,13.99,12.97,High
19.11,71.5,4.922,16.37,12.97,High
16.36,64.92,0.073,13.8,12.98,High
24.68,41.03,4.923,16.53,13.05,High
19.42,51.78,4.921,13.19,13.06,High
21.09,78.9,0.069,15.72,13.09,High
22.8,46.3,0.073,13.86,13.15,High
13.65,51.28,4.915,12.9,13.19,High
26.55,83.1,4.908,16.42,13.21,High
13.74,70.1,0.074,13.46,13.24,High
16.05,72.2,0.072,12.55,13.28,High
20.75,55.3,4.927,17.86,13.29,High
18.21,61.58,4.918,13.48,13.3,High
14.28,51.78,0.092,13.26,13.31,High
14.51,73.8,0.084,13.38,13.36,High
17.85,73.6,4.914,13.76,13.37,High
15.38,82.3,0.073,13.95,13.38,High
23.31,42.65,4.92,34.66,13.39,High
21.17,84.5,0.073,16.17,13.4,High
19.51,55.56,4.919,13.53,13.41,High
19.53,79.5,4.92,14.71,13.41,High
11.38,66.54,0.08,13.07,13.45,High
12.08,61.2,0.084,12.73,13.46,High
24.94,69.52,0.258,15.87,13.47,High
27.26,55.99,4.906,15.59,13.53,High
25.19,54.8,4.92,15.68,13.54,High
23.71,42.38,4.919,29.41,13.54,High
23.47,81.4,4.925,15.66,13.56,High
22.29,70.5,0.073,15.86,13.56,High
24.37,77,0.26,17.11,13.62,High
19.3,62.07,0.078,13.69,13.66,High
20.56,75,0.073,38.54,13.68,High
22.11,58.14,0.074,44.88,13.84,High
29.08,27.02,0.079,15.58,13.95,High
16.14,86.3,0.07,17.38,14,High
18.33,67.37,4.916,17.88,14,High
25.19,46.05,4.917,35.64,14.03,High
14.77,72.3,4.92,13.99,14.09,High
20.98,75.5,1.37,16.12,14.11,High
15.87,75.1,0.08,13.85,14.14,High
19.93,76.1,0.071,14.41,14.14,High
21.27,61.19,0.07,14.99,14.18,High
19.29,81.5,0.069,15.76,14.18,High
22.65,78.1,4.924,16.69,14.19,High
21.95,80.8,4.949,15.53,14.21,High
25.19,49.22,0.306,14.2,14.22,High
16.73,56.84,0.079,14.83,14.23,High
11.95,53.15,4.921,12.9,14.25,High
19.91,71.6,0.074,14.04,14.29,High
33.94,29.51,4.906,17.01,14.3,High
14.75,72.6,0.085,15.11,14.33,High
25.03,51.52,4.916,17.03,14.33,High
13.53,85.7,0.072,15.75,14.38,High
17.09,86.3,0.083,16.07,14.38,High
21.84,54.08,0.082,17.37,14.39,High
19.9,64.54,0.073,15.03,14.41,High
16.1,62.85,0.085,14.17,14.43,High
23.36,81.3,4.922,16.46,14.44,High
23.08,61.22,0.083,17.14,14.49,High
25.16,53.8,4.92,17.14,14.51,High
18.05,69.88,0.081,17.88,14.51,High
24.12,53.82,0.086,20.26,14.54,High
28.91,37.62,4.92,16.94,14.59,High
22.3,67.93,0.068,19.67,14.59,High
14.36,79.6,0.073,14.17,14.6,High
14.88,52.75,0.082,14.17,14.61,High
17.28,80.8,0.086,16.83,14.61,High
12.54,70.8,0.083,14.39,14.64,High
21.41,77.5,4.92,16.54,14.69,High
26.51,58.22,4.929,17.17,14.69,High
13,73.1,4.916,14.72,14.76,High
27.22,83.1,4.902,17.87,14.76,High
30.77,41.38,0.07,18.03,14.82,High
19.84,28.4,0.085,14.68,14.87,High
21.16,80.4,0.073,18.07,14.87,High
16.07,70.6,0.072,16.5,14.88,High
15.03,61.45,0.079,14.53,14.91,High
26.99,79.9,4.903,17.86,14.91,High
25.65,53.85,4.904,16.38,14.94,High
28.02,43.18,4.906,16.52,14.98,High
27.86,79.1,4.902,20.62,15.03,High
14.9,67.42,0.082,15.33,15.04,High
22.21,71.6,0.072,17.73,15.05,High
13.02,47.7,0.081,14.57,15.08,High
13.58,73.9,0.073,15.14,15.09,High
14.23,69.95,0.077,14.88,15.12,High
16.88,87.2,0.083,17.03,15.18,High
9.85,84.9,4.923,15.06,15.22,High
13.47,65.74,0.086,16.55,15.24,High
24.93,57.08,4.906,15.97,15.27,High
21.41,59.35,0.079,16.41,15.34,High
16.44,38.46,0.089,13.6,15.37,High
29.13,33.01,4.909,16.84,15.38,High
22.55,40.95,4.921,15.05,15.4,High
9.61,74,0.077,16.08,15.4,High
12.48,55.17,0.081,14.68,15.47,High
26.54,77.1,4.911,19.17,15.47,High
25.62,61.8,4.923,18.08,15.5,High
14.56,49.17,0.088,15.45,15.62,High
24.51,53.72,4.924,18.16,15.64,High
19.78,67.72,0.076,15.51,15.66,High
21.06,66.08,4.923,18.97,15.68,High
25.43,85.5,4.923,19.69,15.72,High
